City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,zhangjiakou,40.81,114.8794,18.12,22,3,2.76,CN,1684761455
366,minjur,13.2667,80.2667,31.01,75,2,7.6,IN,1684761455
367,ambon,-3.6954,128.1814,27.24,81,100,6.68,ID,1684761384
368,bedesa,8.9,40.7833,23.83,61,44,1.92,ET,1684761455
369,saint-francois,46.4154,3.9054,21.65,86,75,3.09,FR,1684761456
370,rong'an,26.1247,119.1214,20.83,97,100,1.77,CN,1684761456
371,isangel,-19.55,169.2667,22.78,84,100,4.67,VU,1684761456
372,tobol'sk,58.2,68.2667,24.38,19,15,1.86,RU,1684761456
373,brookings,44.3114,-96.7984,19.1,56,0,5.14,US,1684761445
374,valera,9.3178,-70.6036,22.68,93,100,1.32,VE,1684761308
375,longonjo,-12.9067,15.2533,26.94,38,97,0.68,AO,1684761456
376,cooper's town,26.8667,-77.5167,25.48,74,8,4.35,BS,1684761456
377,alindao,5.0267,21.2088,34.63,41,75,2.11,CF,1684761456
378,gamba,-2.65,10.0,27.45,73,88,1.47,GA,1684761456
379,yatou,37.15,122.3833,15.23,46,0,2.61,CN,1684761456
380,katsuura,35.1333,140.3,19.51,91,100,2.58,JP,1684761457
381,mar del plata,-38.0023,-57.5575,17.27,97,100,2.06,AR,1684761457
382,walvis bay,-22.9575,14.5053,14.49,60,24,4.16,NA,1684761457
383,tecuala,22.3986,-105.4569,24.31,79,1,0.96,MX,1684761457
384,hamilton,39.1834,-84.5333,20.49,74,40,1.54,US,1684761219
385,caiuti-sat,46.1833,26.9333,21.13,47,81,4.84,RO,1684761457
386,vila franca do campo,37.7167,-25.4333,20.23,65,66,2.83,PT,1684761457
387,valdivia,-39.8142,-73.2459,8.05,98,59,0.6,CL,1684761457
388,beira,-19.8436,34.8389,27.2,61,0,4.4,MZ,1684761457
389,taoudenni,22.6783,-3.9836,35.23,9,43,6.38,ML,1684761457
390,pandan,14.0453,124.1694,27.21,83,0,1.87,PH,1684761458
391,saurimo,-9.6608,20.3916,31.59,22,97,2.64,AO,1684761458
392,sinop,41.7711,34.8709,11.24,97,98,2.63,TR,1684761458
393,kolda,12.8833,-14.95,40.66,14,31,1.87,SN,1684761458
394,puerto baquerizo moreno,-0.9,-89.6,24.86,81,100,4.83,EC,1684761458
395,leticia,-4.2153,-69.9406,27.03,89,40,1.03,CO,1684761458
396,togur,58.3631,82.8265,16.84,27,7,4.58,RU,1684761458
397,richards bay,-28.783,32.0377,19.35,68,42,5.16,ZA,1684761162
398,saynshand,44.8824,110.1163,18.62,17,68,0.58,MN,1684761458
399,tommot,58.9564,126.2925,1.08,78,100,0.7,RU,1684761458
400,rio grande,-32.035,-52.0986,22.06,88,86,4.19,BR,1684761458
401,portland,45.5234,-122.6762,12.67,73,100,0.89,US,1684760687
402,port blair,11.6667,92.75,30.02,74,40,2.57,IN,1684761459
403,vostochnyy,55.8167,37.8667,21.61,81,100,0.57,RU,1684761459
404,paka,4.6374,103.4368,25.96,89,100,1.03,MY,1684761459
405,arica,-18.475,-70.3042,19.13,72,100,0.0,CL,1684761459
406,mount isa,-20.7333,139.5,9.87,46,0,2.06,AU,1684761459
407,edd,13.9297,41.6925,34.59,53,6,8.41,ER,1684761377
408,onega,63.9061,38.1404,21.12,29,65,1.88,RU,1684761459
409,the pas,53.8251,-101.2541,9.01,76,0,3.09,CA,1684761459
410,entebbe,0.0644,32.4469,25.56,59,43,4.42,UG,1684761459
411,minas de marcona,-15.2119,-75.1103,14.38,81,61,4.49,PE,1684761460
412,kampot,10.6167,104.1833,28.03,74,100,2.89,KH,1684761460
413,celestun,20.8667,-90.4,26.47,69,44,2.9,MX,1684761460
414,kratie,12.4881,106.0188,25.84,86,100,5.92,KH,1684761460
415,conception bay south,47.4999,-52.9981,12.53,97,100,2.61,CA,1684761460
416,gorakhpur,29.45,75.6833,35.18,21,100,6.72,IN,1684761128
417,namdrik,5.5994,168.1028,27.56,81,100,3.65,MH,1684761460
418,soio,-6.1349,12.3689,27.29,71,89,3.53,AO,1684761460
419,vorkuta,67.5,64.0,10.61,95,37,2.43,RU,1684761460
420,fuglafjordur,62.244,-6.814,9.26,65,12,9.65,FO,1684761460
421,yugorsk,61.3133,63.3319,21.79,33,12,3.13,RU,1684761461
422,fort bragg,35.139,-79.006,20.08,82,0,2.06,US,1684761461
423,zanjan,36.6736,48.4787,21.83,46,20,0.0,IR,1684761461
424,wynyard,-41.0,145.7167,11.66,81,100,5.43,AU,1684761461
425,uruguaiana,-29.7547,-57.0883,17.96,88,75,2.57,BR,1684761224
426,doaba,33.4244,70.7364,35.78,14,22,2.88,PK,1684761461
427,gunjur,13.2019,-16.7339,32.04,45,0,4.12,GM,1684761461
428,taber,49.8167,-112.1518,18.11,52,46,9.77,CA,1684761194
429,horta,38.5333,-28.6333,19.45,77,75,4.63,PT,1684761163
430,albertina,-22.2008,-46.6158,19.23,59,100,2.69,BR,1684761461
431,san luis de la loma,17.2706,-100.8939,27.57,76,27,0.19,MX,1684761461
432,as sulayyil,20.4607,45.5779,38.14,16,47,3.62,SA,1684761462
433,choix,26.7092,-108.3219,22.44,28,0,2.13,MX,1684761462
434,saint-eustache,45.565,-73.9055,9.29,48,0,6.17,CA,1684761462
435,new plymouth,-39.0667,174.0833,14.89,95,72,0.45,NZ,1684761462
436,vigan,17.5747,120.3869,31.07,80,91,2.54,PH,1684761462
437,piriapolis,-34.8682,-55.2744,20.01,89,40,2.06,UY,1684761462
438,groningen,53.25,6.75,24.51,69,20,4.12,NL,1684760999
439,egilsstadir,65.2653,-14.3948,9.95,37,75,9.77,IS,1684761180
440,lompoc,34.6391,-120.4579,12.66,85,100,3.58,US,1684761462
441,caleta de carquin,-11.0925,-77.6267,21.38,82,91,2.89,PE,1684761462
442,danjiangkou,32.5428,111.5086,18.2,54,94,0.82,CN,1684761462
443,nova vicosa,-17.8919,-39.3719,25.91,61,100,3.57,BR,1684761462
444,el granada,37.5027,-122.4694,13.91,92,100,4.12,US,1684761463
445,ujae,8.9322,165.7642,27.78,82,100,5.64,MH,1684761463
446,la ronge,55.1001,-105.2842,7.14,70,20,0.51,CA,1684761463
447,gaiman,-43.2897,-65.4929,9.3,47,98,2.13,AR,1684761463
448,mazeikiai,56.3167,22.3333,20.06,43,100,1.64,LT,1684761463
449,pimenta bueno,-11.6725,-61.1936,27.21,66,56,1.81,BR,1684761169
450,lutjenburg,54.2919,10.5895,24.89,74,92,6.85,DE,1684761463
451,crawfordsville,40.0411,-86.8745,20.7,55,0,0.0,US,1684761439
452,akropong,5.9746,-0.0854,27.53,82,100,1.17,GH,1684761463
453,machico,32.7,-16.7667,23.34,66,40,5.14,PT,1684761463
454,sao felix do xingu,-6.6447,-51.995,29.05,64,11,1.68,BR,1684761463
455,salekhard,66.53,66.6019,16.99,48,0,5.91,RU,1684761464
456,champerico,14.3,-91.9167,26.3,65,97,2.39,GT,1684761464
457,vanimo,-2.6741,141.3028,26.23,80,100,1.05,PG,1684761464
458,santa rosalia,27.3167,-112.2833,20.53,39,0,4.05,MX,1684761464
459,qo'rg'ontepa,40.734,72.7628,29.23,30,20,2.0,UZ,1684761464
460,ranot,7.7777,100.3213,27.36,78,100,6.69,TH,1684761464
461,mbarara,-0.608,30.65,26.3,53,27,2.44,UG,1684761464
462,yerofey pavlovich,53.9667,121.9667,11.58,60,89,1.61,RU,1684761464
463,matiguas,12.8373,-85.4622,24.01,86,100,1.65,NI,1684761464
464,aldinga beach,-35.2793,138.4604,12.04,68,89,2.56,AU,1684761464
465,boueni,-12.9025,45.0761,28.99,70,26,3.03,YT,1684761465
466,morondava,-20.2833,44.2833,26.63,53,0,5.58,MG,1684761465
467,dauphin,51.1494,-100.0502,8.08,71,0,1.03,CA,1684761465
468,alaminos,14.0639,121.2465,27.44,89,100,1.1,PH,1684761465
469,north battleford,52.7834,-108.2847,16.34,77,20,4.12,CA,1684761465
470,huancavelica,-12.7667,-74.9833,5.44,57,5,1.03,PE,1684761465
471,sumbawa besar,-8.5,117.4333,23.84,86,99,1.9,ID,1684761465
472,saint-joseph,-21.3667,55.6167,26.37,73,6,1.9,RE,1684761465
473,ust'-ilimsk,58.0006,102.6619,11.51,67,96,1.32,RU,1684761465
474,scarborough,54.2797,-0.4044,17.76,53,24,2.24,GB,1684761227
475,ugoofaaru,5.6667,73.0,29.3,70,86,2.46,MV,1684761466
476,beitbridge,-22.2167,30.0,27.1,29,0,7.25,ZW,1684761466
477,phan rang-thap cham,11.5667,108.9833,26.61,88,100,2.43,VN,1684761466
478,katabu,-4.9333,122.5167,24.4,86,69,2.34,ID,1684761466
479,taro,-8.3862,115.28,20.6,92,91,0.89,ID,1684761466
480,bukan,36.521,46.2089,22.83,34,100,8.31,IR,1684761466
481,hultsfred,57.4882,15.8436,22.33,23,13,4.02,SE,1684761467
482,guiyang,26.5833,106.7167,14.81,87,99,3.71,CN,1684761177
483,narasannapeta,18.4167,84.05,25.09,78,95,5.19,IN,1684761467
484,borgarnes,64.5383,-21.9206,8.78,62,94,7.18,IS,1684761467
485,alesund,62.4723,6.1549,14.51,86,75,3.6,NO,1684761441
486,vernon,50.2581,-119.2691,13.5,82,98,0.89,CA,1684761182
487,shortandy,51.7006,70.9994,20.23,35,95,5.05,KZ,1684761467
488,pushkino,56.0172,37.8667,18.16,79,100,0.76,RU,1684761468
489,orumiyeh,37.5527,45.0761,22.75,38,75,5.14,IR,1684761468
490,tsiombe,-25.3,45.4833,24.66,49,5,6.03,MG,1684761468
491,ta`u,-14.2336,-169.5144,27.38,77,93,4.06,AS,1684761468
492,usogorsk,63.4106,48.6872,22.32,23,100,0.58,RU,1684761468
493,maridi,4.9158,29.4742,34.61,31,98,1.7,SS,1684761468
494,zhezqazghan,47.7833,67.7667,22.32,26,40,6.0,KZ,1684761468
495,peace river,56.2501,-117.286,15.17,99,100,4.63,CA,1684761469
496,pankrushikha,53.8319,80.3406,20.77,37,14,3.25,RU,1684761469
497,langepas,61.2544,75.2124,15.81,25,0,4.37,RU,1684761344
498,zitlaltepec,19.2069,-97.9083,13.91,81,80,1.22,MX,1684761469
499,choele choel,-39.2667,-65.6833,12.9,48,100,1.69,AR,1684761469
500,antonio enes,-16.2325,39.9086,27.54,65,2,4.29,MZ,1684761469
501,san juan del sur,11.2529,-85.8705,29.12,79,75,0.0,NI,1684761469
502,galliano,29.4422,-90.2992,24.0,84,12,3.56,US,1684761469
503,cabedelo,-6.9811,-34.8339,28.37,76,43,6.39,BR,1684761469
504,nueva gerona,21.8833,-82.8,28.3,64,1,3.87,CU,1684761470
505,askiz,53.1319,90.5264,14.75,60,96,3.4,RU,1684761470
506,palikir - national government center,6.9248,158.1611,24.41,94,40,1.54,FM,1684761470
507,choszczno,53.169,15.4205,26.49,40,93,4.73,PL,1684761470
508,south daytona,29.1658,-81.0045,27.27,78,40,2.57,US,1684761470
509,veraval,20.9,70.3667,29.8,71,0,6.13,IN,1684761470
510,hola,51.5377,23.1902,21.1,57,93,1.81,PL,1684761470
511,weno,7.4515,151.8468,27.97,94,100,3.6,FM,1684761470
512,taulaga,-11.0553,-171.0883,28.32,75,99,5.97,AS,1684761470
513,diamantino,-14.4086,-56.4461,27.44,48,11,3.24,BR,1684761471
514,ust-tsilma,65.441,52.1498,21.56,28,97,1.91,RU,1684761471
515,axim,4.8699,-2.2405,27.64,79,100,4.41,GH,1684761471
516,coron,11.9986,120.2043,27.07,80,16,1.79,PH,1684761471
517,jinchang,38.4953,102.1739,21.1,21,100,3.9,CN,1684761471
518,necochea,-38.5473,-58.7368,15.05,98,100,3.55,AR,1684761471
519,piacabucu,-10.4056,-36.4344,26.58,85,32,3.96,BR,1684761471
520,katsuren-haebaru,26.3369,127.8719,26.21,100,100,7.72,JP,1684761471
521,sittwe,20.15,92.9,28.87,76,0,4.53,MM,1684761472
522,undurkhaan,47.3194,110.6556,15.12,25,92,4.04,MN,1684761472
523,imperatriz,-5.5264,-47.4917,31.03,74,0,4.63,BR,1684761472
524,inhambane,-23.865,35.3833,23.54,65,90,7.03,MZ,1684761472
525,galaat el andeless,37.0629,10.1183,22.96,63,55,4.15,TN,1684761472
526,constitucion,-35.3333,-72.4167,12.26,87,100,5.3,CL,1684761472
527,cootamundra,-34.65,148.0333,4.66,86,1,1.2,AU,1684761472
528,gumrak,48.7826,44.3824,19.95,60,0,4.0,RU,1684761472
529,saint-philippe,-21.3585,55.7679,26.77,73,13,1.79,RE,1684761472
530,enewetak,11.3474,162.3373,27.85,82,83,6.66,MH,1684761472
531,bairnsdale,-37.8333,147.6167,7.81,88,43,2.88,AU,1684761002
532,bonthe,7.5264,-12.505,30.32,67,59,3.29,SL,1684761472
533,al jawf,29.5,38.75,37.15,6,2,6.7,SA,1684761473
534,pul-e khumri,35.9446,68.7151,34.25,16,100,2.08,AF,1684761473
535,qarazhal,48.0078,70.7903,22.03,22,97,3.81,KZ,1684761473
536,klyuchi,52.2667,79.1667,22.42,29,41,3.89,RU,1684761473
537,ha giang,22.8333,104.9833,30.52,56,0,0.83,VN,1684761473
538,dakhla,23.6848,-15.958,22.01,53,99,8.23,EH,1684761473
539,labytnangi,66.6572,66.4183,16.42,51,0,5.33,RU,1684761473
540,taveta,-3.3963,37.6736,27.1,60,92,4.31,KE,1684761473
541,okhotsk,59.3833,143.3,0.98,99,100,3.72,RU,1684761474
542,palangkaraya,-2.2,113.8333,26.52,78,100,1.79,ID,1684761474
543,novyy urengoy,66.0833,76.6333,4.65,100,100,3.53,RU,1684761474
544,severo-yeniseyskiy,60.3725,93.0408,8.93,56,57,3.65,RU,1684761474
545,palopo,-2.9996,120.1921,25.26,89,100,1.36,ID,1684761474
546,sosnovo-ozerskoye,52.5249,111.5418,11.57,35,30,2.38,RU,1684761474
547,karratha,-20.7377,116.8463,20.9,49,7,3.8,AU,1684761474
548,polovinnoye,54.7914,65.9864,23.83,28,24,1.66,RU,1684761474
549,rehoboth,-23.3167,17.0833,27.71,13,0,3.39,NA,1684761474
550,hirara,24.8,125.2833,27.15,94,75,9.26,JP,1684761475
551,luderitz,-26.6481,15.1594,20.64,52,4,3.5,NA,1684761475
552,kerrville,30.0474,-99.1403,18.3,98,100,0.0,US,1684761475
553,macia,-25.0269,33.0989,21.25,70,54,5.35,MZ,1684761475
554,oyama,36.3,139.8,19.77,76,100,5.42,JP,1684761475
555,sumbe,-11.2061,13.8437,27.39,72,51,4.21,AO,1684761475
556,tadine,-21.55,167.8833,22.55,67,100,7.37,NC,1684761475
557,forster,-32.1667,152.5167,11.32,80,0,2.15,AU,1684761475
558,bull savanna,17.8868,-77.5902,26.23,74,5,1.13,JM,1684761475
